id_annotation_image_id,image_id,category_id,area,bbox,width,height,file_name,coco_url,date_captured,name
11,8,31,3136.0,"[845.0, 309.0, 49.0, 64.0]",1920,1080,644c9d2f-680f-46c8-8c17-99ca930bb505.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0855/00_47_54_08.png,2016-06-05 14:56:58,Hippasteria
12,9,44,3240.0,"[1579.0, 781.0, 54.0, 60.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
13,9,44,1365.0,"[935.0, 975.0, 35.0, 39.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
14,9,44,1443.0,"[968.0, 287.0, 39.0, 37.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
15,9,44,2600.0,"[1531.0, 990.0, 50.0, 52.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
16,9,44,1444.0,"[634.0, 683.0, 38.0, 38.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
17,9,44,2209.0,"[1122.0, 550.0, 47.0, 47.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
18,9,44,3213.0,"[754.0, 950.0, 63.0, 51.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
19,9,44,1260.0,"[719.0, 822.0, 36.0, 35.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
20,9,44,1353.0,"[951.0, 999.0, 33.0, 41.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
21,9,44,2200.0,"[1803.0, 291.0, 50.0, 44.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
22,9,44,1404.0,"[1234.0, 57.0, 39.0, 36.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
23,9,44,1476.0,"[1573.0, 72.0, 41.0, 36.0]",1920,1080,a59f1195-5406-444f-871d-276fd62f554b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0618/02_54_26_22.png,2014-06-06 18:24:35,Munidopsis
24,10,72,2025.0,"[919.0, 697.0, 27.0, 75.0]",1920,1080,a801f0ce-399a-4c8f-8093-6d3525cc3a4e.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0884/01_45_58_06.png,2016-08-24 23:26:50,Serpulidae
25,10,20,11742.0,"[1107.0, 661.0, 103.0, 114.0]",1920,1080,a801f0ce-399a-4c8f-8093-6d3525cc3a4e.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0884/01_45_58_06.png,2016-08-24 23:26:50,Delectopecten
26,11,19,6960.0,"[348.0, 735.0, 80.0, 87.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
27,11,19,7912.0,"[916.0, 730.0, 92.0, 86.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
28,11,19,4620.0,"[174.0, 540.0, 70.0, 66.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
29,11,19,8800.0,"[319.0, 565.0, 100.0, 88.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
30,11,76,754.0,"[540.0, 796.0, 29.0, 26.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Tunicata
31,11,19,12650.0,"[1052.0, 762.0, 115.0, 110.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
32,11,11,1020.0,"[1216.0, 314.0, 34.0, 30.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Asteroidea
33,11,19,5740.0,"[545.0, 207.0, 82.0, 70.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
34,11,51,2688.0,"[1199.0, 525.0, 64.0, 42.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Pandalus amplus
35,11,19,7426.0,"[733.0, 393.0, 94.0, 79.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
36,11,19,4636.0,"[1337.0, 640.0, 76.0, 61.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
37,11,19,7600.0,"[61.0, 498.0, 95.0, 80.0]",1920,1080,d97b6218-ce0c-4683-8f28-a839588b26de.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0978/13_26_16_12.png,2017-08-06 18:50:50,Crinoidea
38,12,37,351613.0,"[1121.0, 476.0, 599.0, 587.0]",1920,1080,b664799a-7271-4b51-8a41-f4cbf8625e98.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0621/06_34_54_09.png,2014-06-08 21:13:38,Keratoisis
39,12,37,236740.0,"[0.0, 441.0, 380.0, 623.0]",1920,1080,b664799a-7271-4b51-8a41-f4cbf8625e98.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0621/06_34_54_09.png,2014-06-08 21:13:38,Keratoisis
40,12,34,493608.0,"[698.0, 80.0, 524.0, 942.0]",1920,1080,b664799a-7271-4b51-8a41-f4cbf8625e98.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0621/06_34_54_09.png,2014-06-08 21:13:38,Isidella tentaculum
41,12,37,363424.0,"[320.0, 513.0, 656.0, 554.0]",1920,1080,b664799a-7271-4b51-8a41-f4cbf8625e98.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0621/06_34_54_09.png,2014-06-08 21:13:38,Keratoisis
42,13,68,28998.0,"[1577.0, 431.0, 179.0, 162.0]",1920,1080,40e1f232-331f-4613-8e35-17ddf1d7d063.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0442/11_02_04_11.png,2012-11-14 21:51:59,Scotoplanes globosa
43,14,32,216.0,"[148.0, 144.0, 12.0, 18.0]",720,486,e6b63f30-8c0f-4d56-af25-e841829f1569.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0303/00_56_00_21.png,2011-10-18 16:53:01,Holothuroidea
44,15,55,15407.0,"[1849.0, 540.0, 71.0, 217.0]",1920,1080,cd7a6660-6c45-400d-b3cd-11e3d3e100df.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0620/03_42_43_15.png,2014-06-07 23:54:10,Paragorgia arborea
45,15,28,30294.0,"[870.0, 621.0, 187.0, 162.0]",1920,1080,cd7a6660-6c45-400d-b3cd-11e3d3e100df.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0620/03_42_43_15.png,2014-06-07 23:54:10,Heterochone calyx
46,15,55,16837.0,"[621.0, 520.0, 149.0, 113.0]",1920,1080,cd7a6660-6c45-400d-b3cd-11e3d3e100df.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0620/03_42_43_15.png,2014-06-07 23:54:10,Paragorgia arborea
47,15,55,55842.0,"[1641.0, 681.0, 246.0, 227.0]",1920,1080,cd7a6660-6c45-400d-b3cd-11e3d3e100df.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0620/03_42_43_15.png,2014-06-07 23:54:10,Paragorgia arborea
48,15,55,17854.0,"[1139.0, 953.0, 158.0, 113.0]",1920,1080,cd7a6660-6c45-400d-b3cd-11e3d3e100df.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0620/03_42_43_15.png,2014-06-07 23:54:10,Paragorgia arborea
49,16,71,18304.0,"[691.0, 369.0, 104.0, 176.0]",1920,1080,d92a36cb-633f-44b2-a93f-f9afd756b7f2.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1208/20191105T173904Z--78c9efaa-ee5a-42b6-96c5-7875890aca5d.png,2019-11-05 17:39:04,Sebastolobus
50,17,54,392913.0,"[571.0, 169.0, 447.0, 879.0]",1920,1080,432b22d4-008e-4783-a529-ad98de593a40.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0851/03_09_39_15.png,2016-06-03 17:01:45,Paragorgia
51,17,54,206682.0,"[1294.0, 140.0, 266.0, 777.0]",1920,1080,432b22d4-008e-4783-a529-ad98de593a40.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0851/03_09_39_15.png,2016-06-03 17:01:45,Paragorgia
52,17,54,496296.0,"[877.0, 60.0, 488.0, 1017.0]",1920,1080,432b22d4-008e-4783-a529-ad98de593a40.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0851/03_09_39_15.png,2016-06-03 17:01:45,Paragorgia
53,18,75,18055.0,"[1304.0, 111.0, 115.0, 157.0]",1920,1080,40c04f7a-a034-42a2-b40c-67a244823016.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0732/01_48_54_18.png,2015-03-22 16:26:31,Terebellidae
54,19,32,9240.0,"[0.0, 988.0, 105.0, 88.0]",1920,1080,004aea4b-f3b6-4afe-9728-b21b6b609f32.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0621/04_36_14_27.png,2014-06-08 19:13:58,Holothuroidea
55,19,49,18224.0,"[1211.0, 136.0, 134.0, 136.0]",1920,1080,004aea4b-f3b6-4afe-9728-b21b6b609f32.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0621/04_36_14_27.png,2014-06-08 19:13:58,Ophiuroidea
56,20,49,6097.0,"[194.0, 934.0, 91.0, 67.0]",1920,1080,e6cace30-2289-4617-a0db-d9eb95c413e5.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0855/05_47_03_23.png,2016-06-05 19:59:58,Ophiuroidea
57,20,49,15151.0,"[800.0, 877.0, 139.0, 109.0]",1920,1080,e6cace30-2289-4617-a0db-d9eb95c413e5.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0855/05_47_03_23.png,2016-06-05 19:59:58,Ophiuroidea
58,20,19,136819.0,"[76.0, 567.0, 361.0, 379.0]",1920,1080,e6cace30-2289-4617-a0db-d9eb95c413e5.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0855/05_47_03_23.png,2016-06-05 19:59:58,Crinoidea
59,21,68,31311.0,"[1006.0, 163.0, 213.0, 147.0]",1920,1080,1c477e63-a0fc-46d0-a47c-8f8353f35260.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/03_42_51_03.png,2014-10-12 18:55:39,Scotoplanes globosa
60,21,58,10665.0,"[568.0, 464.0, 135.0, 79.0]",1920,1080,1c477e63-a0fc-46d0-a47c-8f8353f35260.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/03_42_51_03.png,2014-10-12 18:55:39,Peniagone
61,22,5,23088.0,"[574.0, 901.0, 156.0, 148.0]",1920,1080,f60b6949-31b0-4d98-87ef-14d0a414ca7f.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0735/07_27_46_13.png,2015-03-25 21:47:29,Actiniaria
62,22,15,11445.0,"[189.0, 582.0, 109.0, 105.0]",1920,1080,f60b6949-31b0-4d98-87ef-14d0a414ca7f.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0735/07_27_46_13.png,2015-03-25 21:47:29,Ceriantharia
63,23,58,10902.0,"[1254.0, 18.0, 138.0, 79.0]",1920,1080,2e8bc669-b11c-4569-a40c-413766314731.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0442/12_57_18_12.png,2012-11-14 23:48:14,Peniagone
64,24,58,16632.0,"[1291.0, 149.0, 126.0, 132.0]",1920,1080,6b1efa9f-3417-4ed9-a721-4dac9bd534a1.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/06_01_20_19.png,2014-10-12 21:16:49,Peniagone
65,25,35,177236.0,"[1283.0, 318.0, 236.0, 751.0]",1920,1080,aa14f016-3b60-491c-b09e-6e27caf1f6ea.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0852/00_46_27_14.png,2016-06-03 20:44:05,Isididae
66,25,35,50250.0,"[163.0, 558.0, 150.0, 335.0]",1920,1080,aa14f016-3b60-491c-b09e-6e27caf1f6ea.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0852/00_46_27_14.png,2016-06-03 20:44:05,Isididae
67,26,65,15792.0,"[135.0, 245.0, 188.0, 84.0]",714,486,fda3bb77-4401-4c85-9950-343f700f45f5.png,https://database.fathomnet.org/static/m3/framegrabs/Tiburon/stills/2001/238/00_52_15_01.png,2001-08-26 15:44:07,Rathbunaster californicus
68,27,58,29241.0,"[926.0, 503.0, 171.0, 171.0]",1920,1080,422a3c60-4872-4e8b-8a70-e50b32062f5b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/05_42_45_25.png,2014-10-12 20:58:14,Peniagone
69,27,58,27588.0,"[29.0, 393.0, 209.0, 132.0]",1920,1080,422a3c60-4872-4e8b-8a70-e50b32062f5b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/05_42_45_25.png,2014-10-12 20:58:14,Peniagone
70,27,58,24192.0,"[10.0, 564.0, 216.0, 112.0]",1920,1080,422a3c60-4872-4e8b-8a70-e50b32062f5b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/05_42_45_25.png,2014-10-12 20:58:14,Peniagone
71,27,58,26235.0,"[918.0, 354.0, 159.0, 165.0]",1920,1080,422a3c60-4872-4e8b-8a70-e50b32062f5b.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0671/05_42_45_25.png,2014-10-12 20:58:14,Peniagone
72,28,16,645827.0,"[565.0, 204.0, 1057.0, 611.0]",1920,1080,d38f6e9e-8fe1-437a-8843-952e635b52e5.png,https://database.fathomnet.org/static/m3/framegrabs/Ventana/images/4092/20180201T211550Z-b7fab693-5f2b-4ce9-a213-356be837f237.png,2018-02-01 21:00:00,Chionoecetes tanneri
73,29,50,962.0,"[147.0, 273.0, 37.0, 26.0]",720,368,86899559-a9f7-4c5f-9e58-da942a6d7108.png,https://database.fathomnet.org/static/m3/framegrabs/Tiburon/images/1121/01_01_53_22.png,2007-08-27 23:17:54,Paelopatides confundens
74,30,50,2320.0,"[582.0, 408.0, 58.0, 40.0]",714,484,e7643f39-a00a-4b29-ae05-99d2f21e06c9.png,https://database.fathomnet.org/static/m3/framegrabs/Tiburon/images/0241/01_56_42_01.png,2000-11-29 00:00:00,Paelopatides confundens
75,31,45,7068.0,"[378.0, 67.0, 76.0, 93.0]",716,370,5ab5b254-04d3-4b85-a218-b435e564b3bd.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0105/02_34_25_17.png,2009-12-13 18:10:35,Munnopsidae
76,32,11,2116.0,"[984.0, 538.0, 46.0, 46.0]",1920,1080,16c9f99a-075a-44a0-b93a-4b1b888ed918.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0732/07_12_35_19.png,2015-03-22 21:54:20,Asteroidea
77,33,1,5451.0,"[1348.0, 375.0, 69.0, 79.0]",1920,1080,232aa8d0-b8a6-4daf-a213-1faf080fb027.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/20200305T211307Z--0a9eb602-4694-47f7-b7a9-943ca147d32c.png,2020-03-05 21:13:07,Abyssocucumis abyssorum
78,33,1,13447.0,"[384.0, 957.0, 113.0, 119.0]",1920,1080,232aa8d0-b8a6-4daf-a213-1faf080fb027.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/1262/20200305T211307Z--0a9eb602-4694-47f7-b7a9-943ca147d32c.png,2020-03-05 21:13:07,Abyssocucumis abyssorum
79,34,74,26000.0,"[589.0, 90.0, 130.0, 200.0]",720,368,fbce6883-e0e6-4858-b2a9-5c826db2499c.png,https://database.fathomnet.org/static/m3/framegrabs/Ventana/images/2782/00_53_33_01.png,2006-01-25 17:20:16,Strongylocentrotus fragilis
80,34,74,25950.0,"[398.0, 213.0, 173.0, 150.0]",720,368,fbce6883-e0e6-4858-b2a9-5c826db2499c.png,https://database.fathomnet.org/static/m3/framegrabs/Ventana/images/2782/00_53_33_01.png,2006-01-25 17:20:16,Strongylocentrotus fragilis
81,35,44,462.0,"[1246.0, 89.0, 22.0, 21.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
82,35,44,506.0,"[851.0, 178.0, 23.0, 22.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
83,35,44,780.0,"[845.0, 109.0, 26.0, 30.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
84,35,44,837.0,"[1158.0, 103.0, 27.0, 31.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
85,35,44,650.0,"[1146.0, 49.0, 25.0, 26.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
86,35,44,870.0,"[894.0, 76.0, 29.0, 30.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
87,35,44,1394.0,"[592.0, 191.0, 41.0, 34.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
88,35,68,11300.0,"[910.0, 913.0, 100.0, 113.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Scotoplanes globosa
89,35,44,1470.0,"[1525.0, 224.0, 42.0, 35.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
90,35,68,3876.0,"[1682.0, 577.0, 76.0, 51.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Scotoplanes globosa
91,35,44,810.0,"[1108.0, 35.0, 27.0, 30.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
92,35,44,837.0,"[1443.0, 224.0, 27.0, 31.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
93,35,44,702.0,"[763.0, 171.0, 26.0, 27.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
94,35,44,624.0,"[727.0, 104.0, 26.0, 24.0]",1920,1080,df770478-cd2e-4003-ae91-c1fe61cae4bb.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0637/00_07_29_10.png,2014-07-25 15:57:19,Munidopsis
95,36,35,78440.0,"[1267.0, 8.0, 212.0, 370.0]",1920,1080,0536d1a4-a239-4b86-a914-96f5d049ac28.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0640/03_03_33_12.png,2014-07-27 17:38:41,Isididae
96,36,35,278034.0,"[1141.0, 53.0, 311.0, 894.0]",1920,1080,0536d1a4-a239-4b86-a914-96f5d049ac28.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0640/03_03_33_12.png,2014-07-27 17:38:41,Isididae
97,36,15,6561.0,"[144.0, 957.0, 81.0, 81.0]",1920,1080,0536d1a4-a239-4b86-a914-96f5d049ac28.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0640/03_03_33_12.png,2014-07-27 17:38:41,Ceriantharia
98,37,35,311812.0,"[477.0, 2.0, 548.0, 569.0]",1920,1080,65247028-1986-49f5-8332-347124feefc9.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0853/00_25_02_14.png,2016-06-04 14:36:50,Isididae
99,38,55,572416.0,"[1081.0, 0.0, 559.0, 1024.0]",1920,1080,3dd59de6-7ed5-41c6-9514-9f4664ad7504.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0850/06_56_37_17.png,2016-06-02 21:04:50,Paragorgia arborea
100,39,60,6660.0,"[609.0, 704.0, 90.0, 74.0]",1920,1080,1545d16b-6331-4590-ab4e-5b9ffb739dfa.png,https://database.fathomnet.org/static/m3/framegrabs/Doc%20Ricketts/images/0998/00_17_45_16.png,2017-12-19 15:40:55,Porifera
